Lan Chay,Time,Co Sac,Khong Sac
No.0,165.28738379478455,-4.322641149835027,2192.982456140351
No.1,165.73841905593872,-4.310556355367918,2192.982456140351
No.2,167.4342679977417,-4.311880555846109,2192.982456140351
No.3,158.7689230442047,-4.312946467948284,2192.982456140351
No.4,166.2431161403656,-4.309665630278407,2192.982456140351
Average,164.69442200660706,2211.0688253746966,2192.982456140351
,,10.967955301770813,
