Lan Chay,Time,Co Sac,Khong Sac
No.0,61.49342608451843,-0.6455002604880816,5347.5935828877
No.1,62.68082404136658,-0.6458854486985223,5347.5935828877
No.2,60.55336093902588,-0.6464603573329335,5347.5935828877
No.3,61.08828401565552,-0.6456807628125534,5347.5935828877
No.4,60.26252603530884,-0.6453908588230299,5347.5935828877
Average,61.215684223175046,5385.666036833741,5347.5935828877
,,27.800074051181294,
