time,numNode
11302.420000439808,0
22546.887829144587,0
35608.48504345268,4
48675.256943347915,8
61740.55424501092,11
74804.06654273278,13
87865.98008976349,14
100927.3910489602,17
113988.05926102652,17
127048.27532598478,17
140108.4904084274,17
153168.70548873502,17
166228.920569038,18
179289.10181977632,18
192348.9485939667,18
205408.79464133954,19
